CollEn	particle	centrality	mass	beta	betaErr	temp	tempErr	n-v_prof	nErr	norm	normErr	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
19.6	la_	1	1.11568	0.528583	0.0756732	0.13258	0.0174169	1.88983	0.378415	32156	43084.6	2.69624	0.0959979	0.0240848	0.0011729	1.88291E-07	2.4757E-08	2.72033	0.0971708	3.69577	0.133809	0.0637842	0.0032517	1.91945E-07	2.52348E-08	3.75955	0.137061	5.53211	0.213614	0.290375	0.0159263	4.06462E-08	2.4757E-08	5.82248	0.229541	8.77246	0.361457	0.290375	0.0159263	4.06462E-08	5.32603E-09	9.06284	0.377383	289	6
19.6	la_	2	1.11568	0.535831	0.0373186	0.133826	0.00917794	2.46881	0.206103	23237.4	16268.6	1.98094	0.0552602	0.019612	0.000690374	1.67258E-07	1.68563E-08	2.00055	0.0559506	2.73101	0.0773994	0.0520584	0.00190867	1.70499E-07	1.71807E-08	2.78306	0.0793081	4.15677	0.125227	0.237921	0.0093095	3.60753E-08	1.68563E-08	4.39469	0.134536	6.64968	0.213296	0.237921	0.0093095	3.60753E-08	3.61976E-09	6.8876	0.222605	225	9
19.6	la_	3	1.11568	0.565009	0.0384801	0.126978	0.0101492	3.04853	0.256615	26779.7	22964.8	1.2158	0.0402289	0.0136083	0.00064154	9.24241E-08	1.38929E-08	1.22941	0.0408705	1.68995	0.0566866	0.0362349	0.00178988	9.42171E-08	1.41607E-08	1.72619	0.0584765	2.62983	0.0932999	0.166465	0.00885297	1.99466E-08	1.38929E-08	2.79629	0.102153	4.24838	0.160495	0.166465	0.00885297	1.99466E-08	2.98647E-09	4.41485	0.169348	158	10
19.6	la_	4	1.11568	0.3	0.000937683	0.146498	2.32579E-05	-0.141417	4.54679E-06	2964.76	35.3208	0.727033	0.0305256	0.00563523	6.66021E-05	1.69529E-08	2.02542E-10	0.732668	0.0305922	1.02318	0.0439302	0.0147412	0.000174225	1.72143E-08	2.05664E-10	1.03792	0.0441045	1.65192	0.0767392	0.065889	0.000778739	3.1861E-09	2.02542E-10	1.71781	0.0775179	2.73406	0.136875	0.065889	0.000778739	3.1861E-09	3.80627E-11	2.79995	0.137654	108	11
19.6	la_	5	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	0.299485	0.0130868	5.56418E-55	2.33565E-26	1.48411E-84	8.72205E-40	0.299485	0.0130868	0.429424	0.0190823	1.2048E-54	5.16378E-26	1.5252E-84	8.95986E-40	0.429424	0.0190823	0.724107	0.0341604	3.91709E-54	1.73173E-25	3.98539E-85	8.72205E-40	0.724107	0.0341604	1.21301	0.0608091	3.91709E-54	1.73173E-25	3.98539E-85	2.32009E-40	1.21301	0.0608091	58	44
19.6	la_	6	1.11568	0.600419	0.0263347	0.103769	0.00798957	7.08339	0.80947	22823.5	23128.3	0.0565097	0.00336747	0.00134082	0.000114188	8.23144E-09	2.02201E-09	0.0578505	0.00348166	0.084159	0.00513673	0.00362273	0.00032352	8.44313E-09	2.07377E-09	0.0877817	0.00546025	0.155179	0.0101947	0.0170672	0.00164039	2.11026E-09	2.02201E-09	0.172246	0.0118351	0.27063	0.019021	0.0170672	0.00164039	2.11026E-09	5.1691E-10	0.287697	0.0206613	20	14
27	ala	0	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	4.24403	0.158834	8.06384E-54	3.78821E-25	0	9.57883E-45	4.24403	0.158834	6.31248	0.251636	1.75641E-53	8.46134E-25	0	9.77739E-45	6.31248	0.251636	1.53148	0.058281	3.39956E-54	1.60184E-25	0	9.57883E-45	1.53148	0.058281	2.33396	0.0952241	3.39956E-54	1.60184E-25	0	1.43389E-45	2.33396	0.0952241	343	2
27	ala	1	1.11568	0.653792	0.0918157	0.102788	0.0236393	1.8081	0.829955	117396	348218	3.55004	0.142715	0.136066	0.0276678	5.90657E-08	5.14055E-09	3.68611	0.170383	5.30235	0.2252	0.439292	0.101596	6.02171E-08	5.24273E-09	5.74164	0.326797	1.28364	0.0523286	0.0587986	0.0120281	8.61703E-09	5.14055E-09	1.34244	0.0643568	1.96464	0.0851165	0.0587986	0.0120281	8.61703E-09	7.56483E-10	2.02344	0.0971446	299	6
27	ala	2	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	2.73957	0.0851203	8.11315E-54	3.80097E-25	0	9.73576E-45	2.73957	0.0851203	4.16538	0.137644	1.76684E-53	8.48834E-25	0	9.93764E-45	4.16538	0.137644	0.99841	0.0314925	3.42027E-54	1.6072E-25	0	9.73576E-45	0.99841	0.0314925	1.55646	0.0525306	3.42027E-54	1.6072E-25	0	1.45759E-45	1.55646	0.0525306	234	9
27	ala	3	1.11568	0.597644	0.0530665	0.118069	0.0136807	2.52473	0.401719	15010.4	19861.4	1.95935	0.0725677	0.0971326	0.00779931	5.20314E-07	6.83507E-08	2.05648	0.0803671	3.05617	0.120763	0.315464	0.0281311	5.33391E-07	7.00521E-08	3.37163	0.148895	0.722407	0.0270976	0.0419811	0.00338746	8.40159E-08	6.83507E-08	0.764389	0.0304851	1.1556	0.0465616	0.0419811	0.00338746	8.40159E-08	1.09926E-08	1.19758	0.0499491	166	11
27	ala	4	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	1.27615	0.0555715	9.16299E-54	4.065E-25	1.36071E-84	1.07009E-39	1.27615	0.0555715	2.00292	0.0918035	1.9885E-53	9.04578E-25	1.39815E-84	1.09908E-39	2.00292	0.0918035	0.4729	0.0207227	3.86092E-54	1.71802E-25	2.27974E-85	1.07009E-39	0.4729	0.0207227	0.760361	0.0353215	3.86092E-54	1.71802E-25	2.27974E-85	1.78169E-40	0.760361	0.0353215	114	11
27	ala	5	1.11568	0.595831	0.0374073	0.111834	0.0100889	4.05277	0.44086	11546.2	12636.9	0.656972	0.0313535	0.0446946	0.00374857	6.53163E-08	1.06386E-08	0.701666	0.035102	1.07857	0.0552434	0.147707	0.013633	6.69758E-08	1.0907E-08	1.22628	0.0688764	0.248119	0.0120294	0.0193323	0.00162866	1.05931E-08	1.06386E-08	0.267451	0.013658	0.417154	0.0217961	0.0193323	0.00162866	1.05931E-08	1.72043E-09	0.436487	0.0234248	61	47
27	ala	6	1.11568	0.579127	0.0280319	0.111006	0.00851671	7.61335	0.885872	4261.93	4070.97	0.174476	0.0113366	0.0162592	0.00151353	5.47963E-08	1.10827E-08	0.190736	0.0128501	0.29903	0.0207329	0.0545357	0.00549248	5.65244E-08	1.14283E-08	0.353566	0.0262254	0.0673188	0.00443444	0.00703793	0.000657527	9.66394E-09	1.10827E-08	0.0743567	0.00509198	0.117766	0.00830069	0.00703793	0.000657527	9.66394E-09	1.94578E-09	0.124804	0.00895822	21	14
