E	part	mass	beta	beta_err	temp	temp_err	n(v-prof.)	n_err	norm	norm_err	dETdEta_d	dETdEta_d_err	dETdEta_left	dETdEta_leftErr	dETdEta_right	dETdEta_rightErr
0	pro	0.93827	0.675242	0.0306784	0.0776992	0.0127244	4.26006	0.516624	4.17378e+06	9.55833e+06	0.214561	0.0181386	0.010998	ETlErr	0.00650025	ETrErr
0	pro	0.93827	0.685263	0.0225077	0.0786805	0.0108241	5.17689	0.669325	2.26614e+06	4.32867e+06	0.12941	0.0109574	0.00727106	ETlErr	0.00425031	ETrErr
0	pro	0.93827	0.668042	0.0177639	0.0776539	0.00693637	6.17266	0.754621	1.6123e+06	2.03314e+06	0.0666462	0.00560847	0.00450821	ETlErr	0.00156187	ETrErr
0	pro	0.93827	0.672348	0.0169666	0.0771188	0.00832549	7.25375	1.04333	956816	1.47168e+06	0.0333855	0.00281642	0.00248915	ETlErr	0.000747604	ETrErr
0	pro	0.93827	0.660718	0.00993771	0.0670461	0.00100479	7.24063	0.801173	3.85712e+06	934135	0.014461	0.00122688	0.00135781	ETlErr	0.000171432	ETrErr
0	pi-	0.13957	0.797722	0.0139064	0.0877429	0.005229	5.97144	0.936629	24162.5	6388.99	13.5004	0.887307	5.45606	ETlErr	0.0422051	ETrErr
0	pi-	0.13957	0.799454	0.0131452	0.0881691	0.00505568	6.24004	0.97454	19590.2	5004.5	11.1093	0.730208	4.4995	ETlErr	0.0355964	ETrErr
0	pi-	0.13957	0.795007	0.0129182	0.0901768	0.00506289	6.27131	1.02814	13120.1	3244.72	8.29889	0.545499	3.23207	ETlErr	0.0278785	ETrErr
0	pi-	0.13957	0.797113	0.0119159	0.089504	0.00477839	6.45552	0.975767	9295.57	2199.83	5.62609	0.369779	2.24077	ETlErr	0.018396	ETrErr
0	pi-	0.13957	0.796774	0.0113932	0.0904521	0.00453522	6.94002	1.11455	5869.58	1308.79	3.67764	0.241688	1.46648	ETlErr	0.0120265	ETrErr
0	pi-	0.13957	0.794487	0.0116626	0.0898026	0.0045438	7.08258	1.12912	3809.81	867.365	2.28115	0.149874	0.932456	ETlErr	0.00681972	ETrErr
0	pi-	0.13957	0.794419	0.0112404	0.0889643	0.00433454	7.53308	1.17999	2406.83	535.551	1.35115	0.0887522	0.574028	ETlErr	0.00366692	ETrErr
0	pi-	0.13957	0.786871	0.0111553	0.0890456	0.004162	7.8289	1.24922	1336.53	286.941	0.740128	0.0486079	0.320548	ETlErr	0.00173892	ETrErr
0	pi-	0.13957	0.773623	0.0125988	0.0866281	0.00425667	7.13037	1.11467	750.51	169.931	0.362422	0.0238098	0.164922	ETlErr	0.000628599	ETrErr
0	pi+	0.13957	0.789123	0.0144272	0.0902846	0.00545388	5.70826	0.966149	20266.2	5315.28	13.1395	0.863675	4.99061	ETlErr	0.0432327	ETrErr
0	pi+	0.13957	0.791356	0.0137228	0.0902463	0.00529961	6.00725	1.00921	17036.2	4378.57	10.902	0.716585	4.19979	ETlErr	0.0357587	ETrErr
0	pi+	0.13957	0.791936	0.0132031	0.0908753	0.00518168	6.16046	1.03976	12445.5	3105.01	8.20039	0.539006	3.13722	ETlErr	0.0277084	ETrErr
0	pi+	0.13957	0.795669	0.0125486	0.0903439	0.00498508	6.48419	1.0678	8746.77	2134.69	5.54087	0.364203	2.17039	ETlErr	0.0185552	ETrErr
0	pi+	0.13957	0.79607	0.0116111	0.0897114	0.00457246	6.73718	1.07576	6044.98	1369.15	3.65614	0.240265	1.47097	ETlErr	0.01155	ETrErr
0	pi+	0.13957	0.794149	0.0114422	0.0905591	0.00453453	7.27136	1.19079	3635.16	818.18	2.25746	0.148317	0.913909	ETlErr	0.0068908	ETrErr
0	pi+	0.13957	0.788586	0.0111702	0.0910619	0.00431287	7.68364	1.27826	2122.89	454.542	1.32986	0.0873467	0.544566	ETlErr	0.00368125	ETrErr
0	pi+	0.13957	0.78725	0.0109684	0.0895917	0.00410242	7.97782	1.28546	1283.37	269.611	0.73058	0.0479808	0.313862	ETlErr	0.00176239	ETrErr
0	pi+	0.13957	0.781324	0.0107779	0.089792	0.00386418	8.51371	1.39224	627.098	124.887	0.353464	0.0232268	0.154948	ETlErr	0.000748871	ETrErr
0	ka-	0.49368	0.743456	0.0133143	0.089152	0.0056759	5.54112	0.713948	33609.8	15984.6	2.38483	0.144233	0.354845	ETlErr	0.0137097	ETrErr
0	ka-	0.49368	0.756983	0.0125967	0.0869837	0.00555725	5.71025	0.678936	33428.5	16303.3	1.95774	0.11855	0.299772	ETlErr	0.0120188	ETrErr
0	ka-	0.49368	0.76143	0.0116071	0.0865265	0.00526554	6.07399	0.711857	27068.3	12661.2	1.50063	0.0907783	0.236188	ETlErr	0.00921433	ETrErr
0	ka-	0.49368	0.762823	0.010664	0.086334	0.00483558	6.50307	0.750871	19063.8	8242.93	1.02006	0.0616916	0.165465	ETlErr	0.00604057	ETrErr
0	ka-	0.49368	0.760252	0.0103536	0.0864806	0.00467355	6.79136	0.800908	11993.2	5004.24	0.641667	0.0387946	0.106031	ETlErr	0.00357085	ETrErr
0	ka-	0.49368	0.770118	0.00986867	0.0822947	0.00418602	7.32717	0.86452	11147.7	4556.05	0.389968	0.0235867	0.070672	ETlErr	0.0019366	ETrErr
0	ka-	0.49368	0.764937	0.00919091	0.0821624	0.00394843	7.97255	0.856678	6494.4	2530.02	0.21785	0.0131898	0.0412231	ETlErr	0.000931726	ETrErr
0	ka-	0.49368	0.75997	0.00890314	0.0822949	0.00371504	8.99428	1.03807	3315	1217.42	0.109023	0.00660959	0.021612	ETlErr	0.000396715	ETrErr
0	ka-	0.49368	0.745152	0.00971326	0.0803785	0.00355987	8.8087	1.04119	1855.41	678.421	0.0493798	0.00303432	0.0102578	ETlErr	0.000129008	ETrErr
0	ka+	0.49368	0.742979	0.0143672	0.0929167	0.00475606	5.06731	0.556375	32752.7	12246.9	3.30441	0.200346	0.444449	ETlErr	0.0240779	ETrErr
0	ka+	0.49368	0.751973	0.0140071	0.0902923	0.00631966	5.21315	0.687555	33838.2	17481	2.73029	0.165536	0.382791	ETlErr	0.0195119	ETrErr
0	ka+	0.49368	0.754156	0.0127664	0.0909488	0.00595861	5.54583	0.739771	24344.9	11731	2.05131	0.124305	0.291197	ETlErr	0.014936	ETrErr
0	ka+	0.49368	0.769651	0.0115046	0.0874469	0.00547439	5.84128	0.683417	22076.5	10516.2	1.36188	0.0825793	0.204798	ETlErr	0.0101483	ETrErr
0	ka+	0.49368	0.770116	0.0104427	0.0876042	0.00501975	6.45542	0.762014	14167.3	6193.27	0.863358	0.0523071	0.135042	ETlErr	0.00608712	ETrErr
0	ka+	0.49368	0.780407	0.00922547	0.0827786	0.00428217	7.12751	0.720432	14193.5	5891.94	0.531417	0.0321752	0.093073	ETlErr	0.00325287	ETrErr
0	ka+	0.49368	0.776043	0.00906231	0.0817539	0.00403211	7.49079	0.753629	8911.8	3570.04	0.294396	0.0178298	0.0540017	ETlErr	0.00154181	ETrErr
0	ka+	0.49368	0.774229	0.00838225	0.0815844	0.00358905	8.8243	0.919099	4812.61	1734.5	0.149455	0.00906086	0.0293488	ETlErr	0.000669342	ETrErr
0	ka+	0.49368	0.780075	0.00844017	0.0766945	0.00353165	8.7108	0.826633	3602.59	1428.58	0.0656096	0.00401957	0.0139935	ETlErr	0.00025161	ETrErr
0	pba	0.93827	0.687601	0.0540438	0.086004	0.022186	2.51548	0.30671	613117	1.99869e+06	1.14963	0.0950851	0.213348	ETlErr	0.0244195	ETrErr
0	pba	0.93827	0.681164	0.0831045	0.0866332	0.0349844	2.64638	0.344749	481491	2.44287e+06	0.963912	0.079601	0.187183	ETlErr	0.0188819	ETrErr
0	pba	0.93827	0.674879	0.0156569	0.0885009	0.00404826	2.92008	0.354865	301769	174678	0.759939	0.0626045	0.156581	ETlErr	0.0140032	ETrErr
0	pba	0.93827	0.665056	0.0690459	0.0934386	0.0362313	3.62607	1.10071	119853	548572	0.545089	0.044801	0.123408	ETlErr	0.00941461	ETrErr
0	pba	0.93827	0.665327	0.0366478	0.089351	0.0186359	4.22047	0.85606	149897	384978	0.371731	0.0304698	0.0961423	ETlErr	0.00508113	ETrErr
0	pba	0.93827	0.661604	0.0177036	0.089358	0.00718202	5.23322	0.785569	105516	107237	0.244467	0.0199984	0.0708285	ETlErr	0.00278573	ETrErr
0	pba	0.93827	0.651506	0.0247027	0.0815912	0.0113432	5.63651	0.949128	208583	389548	0.139188	0.0113692	0.0475265	ETlErr	0.00097917	ETrErr
0	pba	0.93827	0.649371	0.0186036	0.0786768	0.00893068	7.40687	1.27573	208702	330852	0.0769542	0.00629269	0.0311151	ETlErr	0.000383793	ETrErr
0	pba	0.93827	0.648245	0.0189711	0.0770017	0.00894778	10.1067	2.91072	138107	228723	0.0341684	0.00281296	0.0160898	ETlErr	0.000299136	ETrErr
0	pro	0.93827	0.705832	0.0420722	0.0791196	0.0188007	2.95322	0.329235	9.84709e+06	3.19575e+07	0.881106	0.075696	0.0294662	ETlErr	0.0470457	ETrErr
0	pro	0.93827	0.703605	0.0436401	0.0796258	0.0199408	3.12035	0.354769	7.65459e+06	2.60583e+07	0.721479	0.0619022	0.0253323	ETlErr	0.0374592	ETrErr
0	pro	0.93827	0.711358	0.0112579	0.0761926	0.000334607	3.39405	0.360319	1.10769e+07	965211	0.539164	0.0461959	0.0207663	ETlErr	0.0263344	ETrErr
0	pro	0.93827	0.69571	0.0315921	0.0831414	0.0157876	3.86204	0.520387	2.33972e+06	5.833e+06	0.349473	0.0298639	0.0142536	ETlErr	0.0172525	ETrErr
0	pro	0.93827	0.69451	0.026593	0.0817462	0.0138126	4.47474	0.614292	1.99496e+06	4.50739e+06	0.217109	0.0184818	0.0101476	ETlErr	0.00948314	ETrErr
0	pro	0.93827	0.693107	0.0205343	0.079973	0.0105545	5.25657	0.696364	1.72762e+06	3.12103e+06	0.126254	0.0107102	0.00684695	ETlErr	0.00475508	ETrErr
0	pro	0.93827	0.688549	0.0186343	0.0774388	0.00949958	6.05326	0.792569	1.59081e+06	2.75945e+06	0.0669852	0.00565619	0.00423661	ETlErr	0.00203953	ETrErr
0	pro	0.93827	0.685132	0.0155579	0.0770052	0.00808141	7.46617	1.031	946603	1.41907e+06	0.032785	0.00276158	0.00241222	ETlErr	0.000851158	ETrErr
0	pro	0.93827	0.661179	0.0153107	0.0804872	0.00890143	9.49248	2.01991	228438	348141	0.012989	0.00109215	0.00107697	ETlErr	0.000248593	ETrErr
0	pi-	0.13957	0.800412	0.0139717	0.0903104	0.00557309	5.75787	0.956881	21390.5	5730.98	14.0796	0.92631	5.26299	ETlErr	0.0550371	ETrErr
0	pi-	0.13957	0.802042	0.0136205	0.0905913	0.00549982	5.83602	0.965005	17380.3	4582.31	11.6029	0.763502	4.31869	ETlErr	0.0468873	ETrErr
0	pi-	0.13957	0.806878	0.0130472	0.0898876	0.00534821	6.05646	0.972146	14046.2	3664.09	8.97311	0.590485	3.41254	ETlErr	0.0366603	ETrErr
0	pi-	0.13957	0.809516	0.0122306	0.0900611	0.00511871	6.40781	1.01549	9554.44	2398.7	6.08714	0.400581	2.34104	ETlErr	0.0252179	ETrErr
0	pi-	0.13957	0.80925	0.0111971	0.0904719	0.00480991	6.71264	1.02805	6177.95	1454.65	3.97514	0.261552	1.53868	ETlErr	0.0162548	ETrErr
0	pi-	0.13957	0.807904	0.0103696	0.0906408	0.0044836	7.09217	1.11614	3933.37	863.411	2.51283	0.165279	0.988201	ETlErr	0.00976656	ETrErr
0	pi-	0.13957	0.808715	0.0105475	0.090496	0.00440366	7.76512	1.21824	2476.1	546.575	1.53409	0.100871	0.621696	ETlErr	0.00561352	ETrErr
0	pi-	0.13957	0.806458	0.0104059	0.0900601	0.00425302	8.0258	1.2522	1394.35	300.987	0.832831	0.0547445	0.345617	ETlErr	0.00279949	ETrErr
0	pi-	0.13957	0.802385	0.0104425	0.0896111	0.00414175	8.14211	1.26083	786.817	167.187	0.454037	0.0298427	0.192307	ETlErr	0.00137732	ETrErr
0	pi+	0.13957	0.800694	0.0134945	0.0922001	0.00561186	5.82564	1.00658	19058.4	4987.61	13.9047	0.915235	4.99402	ETlErr	0.0603937	ETrErr
0	pi+	0.13957	0.801649	0.0133216	0.0922738	0.00557686	5.87857	1.01342	15639.2	4067.45	11.4412	0.753126	4.10925	ETlErr	0.0503346	ETrErr
0	pi+	0.13957	0.806472	0.0129618	0.0910971	0.00543857	6.03541	0.999396	12897.9	3349.23	8.82946	0.581208	3.26269	ETlErr	0.0384998	ETrErr
0	pi+	0.13957	0.809846	0.0123203	0.0907407	0.00524283	6.3282	1.02485	8994.16	2281.22	5.98126	0.393717	2.25292	ETlErr	0.0261087	ETrErr
0	pi+	0.13957	0.810103	0.0116133	0.0911954	0.00499987	6.73029	1.09069	5823.31	1410.69	3.90611	0.257073	1.48572	ETlErr	0.0168287	ETrErr
0	pi+	0.13957	0.810461	0.0110393	0.0912311	0.00475856	7.19008	1.15989	3735.68	869.336	2.46728	0.16233	0.957401	ETlErr	0.010225	ETrErr
0	pi+	0.13957	0.814622	0.0103671	0.0902602	0.00444415	7.80362	1.20855	2447.63	547.628	1.50493	0.0989958	0.609278	ETlErr	0.0059628	ETrErr
0	pi+	0.13957	0.80987	0.0103514	0.0899447	0.00429698	7.98411	1.23312	1370.12	299.158	0.817458	0.0537488	0.338035	ETlErr	0.00289631	ETrErr
0	pi+	0.13957	0.809514	0.0102009	0.0893028	0.00416478	8.19176	1.24569	781.098	167.745	0.445731	0.0293093	0.18876	ETlErr	0.00148592	ETrErr
0	ka-	0.49368	0.767617	0.012464	0.0881743	0.0055973	5.06625	0.539053	39081	18629	2.67927	0.162748	0.374151	ETlErr	0.0220854	ETrErr
0	ka-	0.49368	0.76841	0.0133617	0.0847796	0.00572996	5.01798	0.524741	46201.7	24205.1	2.30513	0.139845	0.339109	ETlErr	0.0164214	ETrErr
0	ka-	0.49368	0.778586	0.011607	0.0848512	0.00534285	5.43072	0.55859	34000.9	16641	1.68988	0.102582	0.253443	ETlErr	0.0133945	ETrErr
0	ka-	0.49368	0.781815	0.0109086	0.0830197	0.00499614	5.69487	0.557468	27657.4	13193.1	1.1336	0.0687601	0.17861	ETlErr	0.0083784	ETrErr
0	ka-	0.49368	0.781779	0.0101031	0.0846637	0.00485058	6.25277	0.653519	15612.8	7007.23	0.73371	0.0444916	0.117209	ETlErr	0.00550582	ETrErr
0	ka-	0.49368	0.782109	0.00934317	0.0816088	0.00424541	6.82247	0.652653	13462.2	5673.34	0.452537	0.0273918	0.0793476	ETlErr	0.00277142	ETrErr
0	ka-	0.49368	0.781641	0.00878585	0.0805195	0.00392559	7.48165	0.708238	9055.34	3630.8	0.264142	0.0159802	0.0491671	ETlErr	0.00142415	ETrErr
0	ka-	0.49368	0.784264	0.00830396	0.0822373	0.00378481	8.1445	0.820564	3853.04	1438.36	0.132118	0.0080117	0.024541	ETlErr	0.000762773	ETrErr
0	ka-	0.49368	0.777054	0.00854406	0.0813238	0.00373066	8.36593	0.864797	2188.9	821.879	0.0672585	0.00409969	0.0129579	ETlErr	0.000323353	ETrErr
0	ka+	0.49368	0.76152	0.016006	0.0866376	0.00667216	4.50138	0.503168	56007.8	32726.7	3.42255	0.207803	0.467938	ETlErr	0.025905	ETrErr
0	ka+	0.49368	0.771293	0.0135935	0.0867499	0.00616633	4.93537	0.548942	48766.1	26367.1	2.96579	0.180178	0.41627	ETlErr	0.0245541	ETrErr
0	ka+	0.49368	0.780747	0.011955	0.0863525	0.00574897	5.27267	0.568883	37253.9	18986.1	2.16563	0.131655	0.310777	ETlErr	0.0194056	ETrErr
0	ka+	0.49368	0.789052	0.0101785	0.0860166	0.00516034	5.87679	0.621204	26278.7	12159.3	1.44716	0.0879564	0.216869	ETlErr	0.0134812	ETrErr
0	ka+	0.49368	0.785687	0.0101796	0.0847077	0.00492555	5.98511	0.609528	19276	8758.77	0.925938	0.0562212	0.143989	ETlErr	0.00762221	ETrErr
0	ka+	0.49368	0.799552	0.00831541	0.0849069	0.00433433	7.34524	0.756971	12034.5	4835.84	0.565327	0.034324	0.0938074	ETlErr	0.00507028	ETrErr
0	ka+	0.49368	0.792978	0.00830679	0.0817612	0.00398023	7.50543	0.711747	9695.16	3834.02	0.326685	0.0197987	0.0584902	ETlErr	0.002251	ETrErr
0	ka+	0.49368	0.796133	0.00813109	0.0840974	0.00404845	7.9682	0.822434	3844.15	1472.66	0.162516	0.00988398	0.0284108	ETlErr	0.00125685	ETrErr
0	ka+	0.49368	0.795095	0.00797697	0.0809467	0.00368502	8.04874	0.750753	2736.6	1022.55	0.0832093	0.00508837	0.0155181	ETlErr	0.000543724	ETrErr
0	pba	0.93827	0.699487	0.0530407	0.0817023	0.0212938	2.31547	0.273543	1.60844e+06	5.53506e+06	1.60869	0.1331	0.284663	ETlErr	0.0351977	ETrErr
0	pba	0.93827	0.693802	0.0749713	0.081224	0.0305443	2.50761	0.296093	1.56253e+06	7.80867e+06	1.38561	0.114347	0.265952	ETlErr	0.0265704	ETrErr
0	pba	0.93827	0.696478	0.0744093	0.0822496	0.0323883	2.73001	0.317623	1.00576e+06	5.21086e+06	1.02709	0.084739	0.205989	ETlErr	0.0202549	ETrErr
0	pba	0.93827	0.691073	0.0515317	0.0779527	0.0207929	2.98519	0.3344	1.54159e+06	5.68586e+06	0.718263	0.059012	0.163759	ETlErr	0.0106174	ETrErr
0	pba	0.93827	0.721775	0.00850298	0.0652524	0.000980756	3.67779	0.34239	1.6916e+07	4.14126e+06	0.502752	0.0412435	0.145658	ETlErr	0.00589345	ETrErr
0	pba	0.93827	0.676075	0.0171236	0.0906692	0.00476065	5.08249	0.75267	112266	73789.6	0.320766	0.0262546	0.0879632	ETlErr	0.00461986	ETrErr
0	pba	0.93827	0.665141	0.0244572	0.0820509	0.011993	5.43688	0.88256	263015	513595	0.194853	0.0158922	0.0634905	ETlErr	0.00170773	ETrErr
0	pba	0.93827	0.684523	0.00897346	0.0663788	0.000964137	6.03053	0.59396	3.47983e+06	819011	0.104764	0.00853089	0.0447737	ETlErr	0.000547127	ETrErr
0	pba	0.93827	0.657987	0.0151263	0.0799483	0.00767969	8.85475	1.61095	114835	152427	0.0511998	0.00417188	0.0214764	ETlErr	0.000267823	ETrErr
0	pro	0.93827	0.723646	0.0115219	0.0776901	0.000336166	2.76691	0.290694	1.02361e+07	850581	0.773115	0.0668756	0.0232272	ETlErr	0.0498226	ETrErr
0	pro	0.93827	0.704392	0.0602111	0.0808501	0.0273893	2.8391	0.322121	5.2423e+06	2.37673e+07	0.647024	0.0556811	0.0205466	ETlErr	0.0366763	ETrErr
0	pro	0.93827	0.701048	0.0444507	0.0884373	0.024169	3.3691	0.550272	1.29222e+06	4.3755e+06	0.480633	0.0413919	0.0160459	ETlErr	0.031535	ETrErr
0	pro	0.93827	0.707708	0.0122467	0.0871644	0.00108989	3.70131	0.449461	1.0829e+06	145530	0.322236	0.0277341	0.0115354	ETlErr	0.0210678	ETrErr
0	pro	0.93827	0.710644	0.0230758	0.0820766	0.0133537	4.51735	0.603999	1.68673e+06	3.65656e+06	0.201333	0.0172251	0.00896301	ETlErr	0.0107183	ETrErr
0	pro	0.93827	0.699999	0.0223126	0.0854071	0.0134222	4.90407	0.780544	615780	1.24605e+06	0.118072	0.0100714	0.00547906	ETlErr	0.00596633	ETrErr
0	pro	0.93827	0.697773	0.0184332	0.0833588	0.0112805	5.90438	0.936249	521342	932428	0.064961	0.0055137	0.00355911	ETlErr	0.00275702	ETrErr
0	pro	0.93827	0.684903	0.0172753	0.0803495	0.00944824	6.71279	1.00991	457102	736614	0.0309574	0.00261218	0.0020081	ETlErr	0.000955366	ETrErr
0	pro	0.93827	0.683727	0.0146674	0.0795471	0.00799689	8.1688	1.2709	262013	365925	0.013965	0.00117517	0.00103717	ETlErr	0.000374068	ETrErr
